-----------------------------------
Unigrams and their probabilities:
request has probability 7.668937852107483e-05
around? has probability 7.668937852107483e-05
tell has probability 7.668937852107483e-05
technology has probability 7.668937852107483e-05
university has probability 7.668937852107483e-05
researchers has probability 7.668937852107483e-05
expensive has probability 7.668937852107483e-05
who's has probability 7.668937852107483e-05
project has probability 7.668937852107483e-05
common? has probability 7.668937852107483e-05
trouble has probability 7.668937852107483e-05
increased? has probability 7.668937852107483e-05
seek has probability 7.668937852107483e-05
together? has probability 7.668937852107483e-05
growing has probability 7.668937852107483e-05
attempt has probability 7.668937852107483e-05
oppose has probability 7.668937852107483e-05
community has probability 7.668937852107483e-05
through? has probability 7.668937852107483e-05
raise has probability 7.668937852107483e-05
prior has probability 7.668937852107483e-05
industries has probability 7.668937852107483e-05
break has probability 7.668937852107483e-05
office? has probability 7.668937852107483e-05
chance has probability 7.668937852107483e-05
list? has probability 7.668937852107483e-05
problems has probability 7.668937852107483e-05
wall has probability 7.668937852107483e-05
leaders? has probability 7.668937852107483e-05
budget? has probability 7.668937852107483e-05
dollar has probability 7.668937852107483e-05
state? has probability 7.668937852107483e-05
goal has probability 7.668937852107483e-05
report? has probability 7.668937852107483e-05
differences has probability 7.668937852107483e-05
policy? has probability 7.668937852107483e-05
settlement has probability 7.668937852107483e-05
progress has probability 7.668937852107483e-05
whom? has probability 7.668937852107483e-05
changes has probability 7.668937852107483e-05
sure has probability 7.668937852107483e-05
independent has probability 7.668937852107483e-05
items has probability 7.668937852107483e-05
block has probability 7.668937852107483e-05
longer has probability 7.668937852107483e-05
employees has probability 7.668937852107483e-05
central has probability 7.668937852107483e-05
native has probability 7.668937852107483e-05
helped has probability 7.668937852107483e-05
cant has probability 7.668937852107483e-05
debate has probability 7.668937852107483e-05
treatment has probability 7.668937852107483e-05
helping has probability 7.668937852107483e-05
mark has probability 7.668937852107483e-05
movement has probability 7.668937852107483e-05
slow has probability 7.668937852107483e-05
experience has probability 7.668937852107483e-05
release has probability 7.668937852107483e-05
necessary? has probability 7.668937852107483e-05
labor has probability 7.668937852107483e-05
airline has probability 7.668937852107483e-05
left has probability 7.668937852107483e-05
talks? has probability 7.668937852107483e-05
attacks has probability 7.668937852107483e-05
michael has probability 7.668937852107483e-05
bosnian has probability 7.668937852107483e-05
statistics has probability 7.079019555791523e-05
known? has probability 7.079019555791523e-05
qualified has probability 7.079019555791523e-05
include has probability 7.079019555791523e-05
areas has probability 7.079019555791523e-05
not? has probability 7.079019555791523e-05
areas? has probability 7.079019555791523e-05
operations? has probability 7.079019555791523e-05
businesses? has probability 7.079019555791523e-05
minimum has probability 7.079019555791523e-05
corporate has probability 7.079019555791523e-05
region has probability 7.079019555791523e-05
her? has probability 7.079019555791523e-05
food? has probability 7.079019555791523e-05
history has probability 7.079019555791523e-05
occur has probability 7.079019555791523e-05
discovered? has probability 7.079019555791523e-05
previously has probability 7.079019555791523e-05
soccer has probability 7.079019555791523e-05
relation has probability 7.079019555791523e-05
animals? has probability 7.079019555791523e-05
idea has probability 7.079019555791523e-05
materials has probability 7.079019555791523e-05
senior has probability 7.079019555791523e-05
end? has probability 7.079019555791523e-05
securities? has probability 7.079019555791523e-05
against? has probability 7.079019555791523e-05
steel has probability 7.079019555791523e-05
allow has probability 7.079019555791523e-05
prison? has probability 7.079019555791523e-05
fail has probability 7.079019555791523e-05
operating has probability 7.079019555791523e-05
agreed has probability 7.079019555791523e-05
must has probability 7.079019555791523e-05
markets has probability 7.079019555791523e-05
executives? has probability 7.079019555791523e-05
few has probability 7.079019555791523e-05
quarter has probability 7.079019555791523e-05
operations has probability 7.079019555791523e-05
third has probability 7.079019555791523e-05
earnings has probability 7.079019555791523e-05
plants? has probability 7.079019555791523e-05
executive has probability 7.079019555791523e-05
europe? has probability 7.079019555791523e-05
further has probability 7.079019555791523e-05
scandal has probability 7.079019555791523e-05
past has probability 7.079019555791523e-05
savings has probability 7.079019555791523e-05
- has probability 7.079019555791523e-05
position? has probability 7.079019555791523e-05
concern? has probability 7.079019555791523e-05
base has probability 7.079019555791523e-05
deficit? has probability 7.079019555791523e-05
cost? has probability 7.079019555791523e-05
experienced has probability 7.079019555791523e-05
force? has probability 7.079019555791523e-05
billion has probability 7.079019555791523e-05
necessary has probability 7.079019555791523e-05
farmers has probability 7.079019555791523e-05
